model_size,split,utt_id,ground_truth,hypothesis_raw,wer,transcribe_seconds,duration_seconds,reference_word_count
small,test-other,3005-163389-0010,THE CROWD WASHED BACK SUDDEN AND THEN BROKE ALL APART AND WENT TEARING OFF EVERY WHICH WAY AND BUCK HARKNESS HE HEELED IT AFTER THEM LOOKING TOLERABLE CHEAP, The crowd washed back sudden and then broke all apart and went tearing off every which way and Buck Harkness he healed it after them looking tolerable cheap,0.03571428571428571,0.853410005569458,12.085,28
small,test-other,4852-28312-0003,HEAVY HAND HEWN BEAMS CROSSED IT FROM ONE SIDE TO THE OTHER, Heavy hand you and beams crossed it from one side to the other.,0.16666666666666666,0.6302320957183838,4.055,12
small,test-other,7902-96595-0003,GURR GLANCED ROUND TO SEE IF THE MEN WERE LOOKING AND THEN SAID RATHER HUSKILY BUT KINDLY," Gerg glanced around to see if the men were looking, and then said whether Husky would be kindly.",0.35294117647058826,0.7506020069122314,4.395,17
small,test-other,3080-5040-0002,SHE HAS TOLD NOW ALL THAT WAS TOLD HER BUT VOWS SHE WILL NEVER SAY FROM WHENCE SHE HAD IT WE SHALL SEE WHETHER HER RESOLUTIONS ARE AS UNALTERABLE AS THOSE OF MY LADY TALMASH," She has told now all that was told her, but vows she will never say from whence she had it. We shall see whether her resolutions are as unalterable as those of my Lady Talmash.",0.0,1.0662457942962646,13.15,35
small,test-other,4350-9170-0013,EVEN IF THERE WAS ONCE A TIME WHEN OWING TO THE LOW STANDARD OF MORALS AND THE DISPOSITION OF MEN TO VIOLENCE THE EXISTENCE OF AN AUTHORITY TO RESTRAIN SUCH VIOLENCE WAS AN ADVANTAGE BECAUSE THE VIOLENCE OF GOVERNMENT WAS LESS THAN THE VIOLENCE OF INDIVIDUALS ONE CANNOT BUT SEE THAT THIS ADVANTAGE COULD NOT BE LASTING," Even if there was once a time when, owing to the low standards of morals and the disposition of men to violence, the existence of an authority to restrain such violence was an advantage, because the violence of the government was less than the violence of individuals. One cannot but see that this advantage could not be lasting.",0.03508771929824561,1.3134877681732178,15.405,57
small,test-other,3528-168669-0108,BUT YOU DO NOT UNDERSTAND ANY OF THE PEALS, but you do not understand any of the appeals.,0.1111111111111111,0.5721659660339355,2.95,9
small,test-other,4294-14317-0003,I IN MY TURN FEEL THE SAME DESIRE AND HOPE TO PLAY MY PART LIKE THEM THEREFORE MY LORD GIVE ME THE LEAVE TO GO," I, in my turn, feel the same desire and hope to play my part like them. Therefore, my Lord, give me the leave to go.",0.0,0.8581290245056152,7.44,25
small,test-other,8188-269290-0015,OH I WON'T LOCK YOU OUT SHE SAID BUT I MUST HAVE THE KEY," Oh, I won't lock you out, she said. But I must have the key.",0.0,0.71639084815979,3.585,14
small,test-other,4294-9934-0026,THAT WILL BE SWALLOWING A TONGUE VERY FAST OR A HUNDRED SOUS VERY SLOWLY," That will be swallowing a tongue very fast, or a hundred Sue very slowly.",0.07142857142857142,0.6863019466400146,5.43,14
small,test-other,4198-61336-0019,THUS WAS URARTU CRIPPLED AND HUMILIATED IT NEVER REGAINED ITS FORMER PRESTIGE AMONG THE NORTHERN STATES, Thus was Uratou crippled and humiliated. It never regained its former prestige among the northern states.,0.0625,0.7616569995880127,8.21,16
small,test-other,7975-280076-0026,I STAYED THERE UNTIL THE EIGHTH OF FEBRUARY EIGHTEEN SEVENTY FOUR," I stayed there until the 8th of February, 1874.",0.36363636363636365,0.61850905418396,3.53,11
small,test-other,3997-180297-0016,WE NO LONGER BELONG TO OURSELVES, We no longer belong to ourselves.,0.0,0.5450780391693115,2.525,6
small,test-other,6128-63240-0013,SHE WAS ATTRACTIVE AND IMPERTINENT ESPECIALLY THE LATTER," She was attractive and impertinent, especially the latter.",0.0,0.5998647212982178,4.63,8
small,test-other,2414-128291-0024,THOU AMIABLE ONE, The Amiable One,0.3333333333333333,0.5151841640472412,2.245,3
small,test-other,7018-75788-0008,WE WEIGHED ANCHOR AND SHAHRAZAD PERCEIVED THE DAWN OF DAY AND CEASED SAYING HER PERMITTED SAY," We wade, anchor, and Charizard perceived the dawn of the day and ceased to say in her permitted say.",0.375,0.7463710308074951,8.085,16
small,test-other,3997-180294-0022,HERE ARE MY ORDERS TO NIGHT AT THE VAUDEVILLE," Here are my orders, tonight at the Vadaville.",0.3333333333333333,0.625234842300415,4.005,9
small,test-other,7018-75788-0009,WHEN IT WAS THE FIVE HUNDRED AND FIFTY NINTH NIGHT, when it was the 559th night.,0.5,0.5891330242156982,3.405,10
small,test-other,1998-29455-0006,BUT I SHALL HAVE THEM WHILE THEY'RE ALIVE SAID DICKIE AS HE HAD SAID TO THE PAWNBROKER ABOUT THE MOONFLOWERS," But I shall have them while they are alive, said Diggy, as he had said to the pondbroker about the moonflowers.",0.2,0.8528890609741211,6.115,20
small,test-other,6070-86744-0003,I CAN SCARCELY CREDIT IT, I can scarcely credit it.,0.0,0.5501587390899658,2.455,5
small,test-other,7902-96591-0018,YES IF OTHER WAYS FAILED HE COULD ESCAPE UP THE CHIMNEY," Yes, if other ways failed he could escape up the chimney.",0.0,0.6135690212249756,3.11,11
small,test-other,7975-280076-0027,I HAD NOT HEARD OF THAT WHEN I WROTE THE LETTER OF EIGHTEEN SEVENTY FOUR AND TO CORRECT ANY MISAPPREHENSION THAT MIGHT BE CREATED BY OMITTING IT I WILL SAY THAT AT THAT TIME I WAS AT NEOSHO KANSAS WITH A DROVE OF CATTLE WHICH I SOLD TO MAJOR RAY," I had not heard of that when I wrote the letter of 1874. And to correct any misapprehension that might be created by omitting it, I will say that at the time I was at Neoshoek, Kansas, with a drove of cattle which I sold to Major Ray.",0.1,1.252549171447754,14.055063,50
small,test-other,6432-63722-0014,BUSTED HIS HEAD IN WITH A HEAVY CANDLESTICK ONE OF A PAIR," busted his head in with a heavy candlestick, one of a pair.",0.0,0.6439480781555176,3.84,12
small,test-other,5442-32873-0009,THERE DON'T MIND ME SHE SAID SHARPLY AND GETTING UP SHE LOOKED DOWN AT HER DRESS AND THIN SHOES AND SEEMING TO RECOLLECT HERSELF SHE TOOK THE CANDLE HE HAD JUST SET DOWN AND WENT SWIFTLY TO HER ROOM," There, don't mind me, she said sharply, and getting up she looked down at her dress and thin shoes. And seeming to recollect herself, she tipped the candle he had just set down and went swiftly to her room.",0.02564102564102564,1.1528830528259277,12.26,39
small,test-other,3764-168671-0028,HE HAD HARDLY THE STRENGTH TO STAMMER, He had hardly the strength to stutter.,0.14285714285714285,0.5622992515563965,2.415,7
small,test-other,8188-269288-0053,ANNIE DID NOT MEAN TO CONFIDE IN ANYONE THAT NIGHT AND THE KINDEST THING WAS TO LEAVE HER ALONE, And he did not mean to confine anyone that night. And the kindest thing was to leave her alone.,0.21052631578947367,0.7656018733978271,6.065,19
small,test-other,3528-168669-0126,AH THE DE EXCLAIMED FAUCHELEVENT," Ah, the da exported professional.",0.6,3.257652997970581,3.8,5
small,test-other,4350-10919-0028,NERVOUS IRRITABILITY HE SAID TO THE PRINCESS WHEN KITTY HAD LEFT THE ROOM HOWEVER I HAD FINISHED," Nervous irritability, he said to the princess, when Kitty had left the room. However, I had finished...",0.0,0.7794392108917236,5.935,17
small,test-other,1688-142285-0008,HIS FATHER DYING IN MISERABLE CIRCUMSTANCES, His father dying in miserable circumstances.,0.0,0.5563192367553711,4.135,6
